timestamps,open,high,low,close,volume
2025-08-31 12:00:00,4474.09,4475.43,4465.61,4470.87,15408.324
2025-08-31 12:15:00,4470.86,4478.65,4467.61,4476.53,17932.993
2025-08-31 12:30:00,4476.54,4479.43,4465.58,4468.4,16943.362
2025-08-31 12:45:00,4468.41,4497.0,4460.45,4487.5,49758.647
2025-08-31 13:00:00,4487.51,4496.8,4473.16,4477.31,48855.93
2025-08-31 13:15:00,4477.31,4492.63,4471.74,4471.74,31799.582
2025-08-31 13:30:00,4471.74,4475.04,4462.38,4472.63,27722.768
2025-08-31 13:45:00,4472.63,4477.0,4463.12,4468.85,14680.473
2025-08-31 14:00:00,4468.86,4472.73,4448.24,4456.57,40733.937
2025-08-31 14:15:00,4456.57,4466.97,4452.26,4461.82,15671.741
2025-08-31 14:30:00,4461.82,4468.72,4458.0,4460.06,12497.233
2025-08-31 14:45:00,4460.0,4461.3,4452.0,4457.69,13611.61
2025-08-31 15:00:00,4457.68,4480.93,4455.82,4472.74,34739.831
2025-08-31 15:15:00,4472.74,4477.16,4467.42,4470.99,13260.813
2025-08-31 15:30:00,4470.99,4486.77,4461.66,4484.04,22519.495
2025-08-31 15:45:00,4484.0,4489.88,4481.0,4482.61,26796.752
2025-08-31 16:00:00,4482.6,4485.0,4472.16,4474.0,24213.695
2025-08-31 16:15:00,4473.99,4474.5,4460.9,4466.76,22324.282
2025-08-31 16:30:00,4466.75,4469.4,4457.33,4468.56,38081.681
2025-08-31 16:45:00,4468.56,4474.59,4463.41,4469.17,18948.057
2025-08-31 17:00:00,4469.16,4479.88,4466.24,4479.87,12902.009
2025-08-31 17:15:00,4479.87,4485.58,4471.28,4480.91,18035.578
2025-08-31 17:30:00,4480.9,4485.42,4475.0,4481.4,16906.934
2025-08-31 17:45:00,4481.39,4484.38,4473.65,4474.36,9401.927
2025-08-31 18:00:00,4474.37,4481.52,4470.0,4480.82,8613.892
2025-08-31 18:15:00,4480.82,4485.58,4475.45,4476.29,12713.8
2025-08-31 18:30:00,4476.28,4484.91,4475.03,4479.13,7947.747
2025-08-31 18:45:00,4479.13,4488.88,4478.8,4486.74,12975.468
2025-08-31 19:00:00,4486.73,4487.54,4470.91,4471.95,11042.149
2025-08-31 19:15:00,4471.95,4476.0,4466.41,4467.05,11327.141
2025-08-31 19:30:00,4467.05,4476.89,4466.45,4473.86,7825.338
2025-08-31 19:45:00,4473.86,4473.86,4451.38,4453.01,23371.553
2025-08-31 20:00:00,4453.01,4459.81,4442.0,4458.03,30104.596
2025-08-31 20:15:00,4458.03,4459.88,4448.33,4456.73,10268.401
2025-08-31 20:30:00,4456.72,4459.88,4447.4,4451.05,6575.087
2025-08-31 20:45:00,4451.04,4455.95,4448.94,4452.44,6469.266
2025-08-31 21:00:00,4452.44,4463.24,4447.66,4463.24,8908.751
2025-08-31 21:15:00,4463.24,4463.81,4455.8,4458.96,5619.692
2025-08-31 21:30:00,4458.94,4475.19,4457.54,4473.53,9205.169
2025-08-31 21:45:00,4473.54,4473.59,4464.0,4467.97,6527.582
2025-08-31 22:00:00,4467.97,4470.0,4450.03,4464.85,20322.509
2025-08-31 22:15:00,4464.85,4471.96,4464.72,4466.2,7858.272
2025-08-31 22:30:00,4466.19,4466.19,4438.44,4440.32,23164.652
2025-08-31 22:45:00,4440.32,4444.33,4431.01,4442.58,35111.218
2025-08-31 23:00:00,4442.57,4442.88,4421.01,4432.44,33746.201
2025-08-31 23:15:00,4432.45,4432.45,4401.28,4405.7,63106.849
2025-08-31 23:30:00,4405.71,4405.8,4376.0,4385.0,79754.55
2025-08-31 23:45:00,4385.0,4392.64,4380.14,4389.71,32050.158
2025-09-01 00:00:00,4389.71,4394.5,4370.0,4385.0,46964.973
2025-09-01 00:15:00,4385.01,4392.22,4361.81,4372.36,51740.37
2025-09-01 00:30:00,4372.36,4399.3,4358.19,4394.0,56457.519
2025-09-01 00:45:00,4393.99,4409.27,4387.36,4394.24,46712.995
2025-09-01 01:00:00,4394.24,4405.83,4381.3,4391.75,32299.373
2025-09-01 01:15:00,4391.76,4407.84,4381.84,4405.61,32259.861
2025-09-01 01:30:00,4405.61,4422.0,4399.4,4419.4,39862.311
2025-08-28 22:45:00,4502.61,4510.9,4500.5,4504.06,12039.691
2025-08-28 23:00:00,4504.06,4511.0,4496.52,4499.87,19414.515
2025-08-28 23:15:00,4499.88,4508.8,4493.51,4499.11,13970.058
2025-08-28 23:30:00,4499.1,4503.69,4492.0,4500.6,12255.965
2025-08-28 23:45:00,4500.6,4513.67,4496.1,4509.15,20145.713
2025-08-29 00:00:00,4509.16,4516.37,4494.83,4494.88,21662.017
2025-08-29 00:15:00,4494.89,4512.29,4487.9,4508.45,23019.359
2025-08-29 00:30:00,4508.45,4510.03,4481.66,4484.21,21843.27
2025-08-29 00:45:00,4484.21,4484.6,4467.44,4480.69,37573.498
2025-08-29 01:00:00,4480.69,4489.42,4461.12,4467.09,35883.262
2025-08-29 01:15:00,4467.1,4467.98,4432.75,4448.62,64166.386
2025-08-29 01:30:00,4448.61,4468.0,4447.0,4464.66,32640.712
2025-08-29 01:45:00,4464.66,4467.99,4454.14,4454.82,20912.121
2025-08-29 02:00:00,4454.81,4494.44,4448.64,4487.07,47687.043
2025-08-29 02:15:00,4487.07,4488.0,4473.6,4476.96,26604.613
2025-08-29 02:30:00,4476.95,4478.0,4463.53,4471.3,17524.55
2025-08-29 02:45:00,4471.31,4483.2,4469.04,4478.95,16715.297
2025-08-29 03:00:00,4478.95,4486.0,4465.8,4474.86,20229.437
2025-08-29 03:15:00,4474.86,4484.0,4472.47,4483.63,12239.044
2025-08-29 03:30:00,4483.64,4501.86,4479.45,4494.56,33202.534
2025-08-29 03:45:00,4494.56,4504.1,4487.83,4487.84,17998.074
2025-08-29 04:00:00,4487.84,4493.35,4481.11,4484.0,17102.197
2025-08-29 04:15:00,4484.0,4495.8,4482.27,4492.42,11433.336
2025-08-29 04:30:00,4492.43,4492.56,4482.0,4485.77,10025.537
2025-08-29 04:45:00,4485.77,4485.78,4466.89,4475.5,26063.812
2025-08-29 05:00:00,4475.5,4479.0,4465.72,4476.0,13016.404
2025-08-29 05:15:00,4476.01,4476.01,4462.0,4470.2,17369.366
2025-08-29 05:30:00,4470.21,4477.33,4467.48,4473.42,9365.296
2025-08-29 05:45:00,4473.43,4483.94,4463.49,4478.74,20157.376
2025-08-29 06:00:00,4478.75,4486.09,4464.27,4464.27,19397.839
2025-08-29 06:15:00,4464.28,4465.01,4450.86,4453.57,36483.747
2025-08-29 06:30:00,4453.57,4474.44,4443.66,4473.0,75231.091
2025-08-29 06:45:00,4472.83,4473.88,4452.61,4455.14,25432.733
2025-08-29 07:00:00,4455.13,4455.14,4388.0,4393.4,184942.197
2025-08-29 07:15:00,4393.39,4400.68,4374.01,4383.19,114450.062
2025-08-29 07:30:00,4383.2,4398.0,4381.36,4381.36,49316.629
2025-08-29 07:45:00,4381.37,4393.75,4365.0,4380.0,52517.506
2025-08-29 08:00:00,4380.0,4397.0,4371.17,4373.9,52112.072
2025-08-29 08:15:00,4373.9,4379.93,4356.0,4359.27,79629.371
2025-08-29 08:30:00,4359.27,4373.01,4346.0,4356.4,67954.347
2025-08-29 08:45:00,4356.39,4364.32,4327.62,4334.55,78251.54
2025-08-29 09:00:00,4334.56,4337.1,4318.01,4328.01,83411.301
2025-08-29 09:15:00,4328.01,4344.64,4325.0,4340.49,51307.868
2025-08-29 09:30:00,4340.49,4341.69,4325.03,4329.82,47456.444
2025-08-29 09:45:00,4329.82,4340.87,4328.03,4336.81,25322.667
2025-08-29 10:00:00,4336.82,4354.88,4333.1,4349.4,48311.64
2025-08-29 10:15:00,4349.4,4361.73,4345.17,4357.34,31088.57
2025-08-29 10:30:00,4357.33,4357.49,4348.43,4351.72,19070.052
2025-08-29 10:45:00,4351.73,4354.46,4333.31,4345.0,47585.104
2025-08-29 11:00:00,4345.0,4357.86,4331.22,4355.25,32859.362
2025-08-29 11:15:00,4355.25,4355.62,4337.0,4341.02,20637.34
2025-08-29 11:30:00,4341.03,4344.8,4334.38,4336.0,16599.708
2025-08-29 11:45:00,4336.0,4347.97,4336.0,4345.16,10225.014
2025-08-29 12:00:00,4345.15,4366.88,4345.15,4366.07,31735.278
2025-08-29 12:15:00,4366.06,4370.0,4355.43,4365.86,29229.371
2025-08-29 12:30:00,4365.85,4453.05,4365.45,4390.18,309344.979
2025-08-29 12:45:00,4390.17,4415.56,4384.71,4405.0,58997.561
2025-08-29 13:00:00,4404.99,4411.0,4388.67,4399.18,35648.818
2025-08-29 13:15:00,4399.19,4401.9,4385.58,4390.47,30648.476
2025-08-29 13:30:00,4390.48,4393.22,4333.0,4345.49,161051.74
2025-08-29 13:45:00,4345.49,4346.5,4311.29,4329.57,154855.54
2025-08-29 14:00:00,4329.57,4354.56,4260.51,4286.11,292391.563
2025-08-29 14:15:00,4286.12,4309.76,4266.36,4295.3,142162.191
2025-08-29 14:30:00,4295.3,4322.29,4281.35,4310.01,98516.62
2025-08-29 14:45:00,4310.0,4322.0,4272.42,4281.33,84713.119
2025-08-29 15:00:00,4281.32,4327.86,4280.4,4321.72,73756.837
2025-08-29 15:15:00,4321.73,4347.0,4315.16,4317.39,94780.833
2025-08-29 15:30:00,4317.4,4333.33,4305.32,4332.41,45059.039
2025-08-29 15:45:00,4332.41,4341.55,4305.89,4314.09,50087.423
2025-08-29 16:00:00,4314.09,4338.59,4292.67,4338.09,80466.915
2025-08-29 16:15:00,4338.1,4353.14,4324.0,4331.3,60898.71
2025-08-29 16:30:00,4331.29,4342.47,4327.11,4328.41,26308.475
2025-08-29 16:45:00,4328.4,4334.17,4312.44,4333.43,32532.087
2025-08-29 17:00:00,4333.44,4336.41,4313.0,4316.71,33950.795
2025-08-29 17:15:00,4316.7,4352.0,4310.38,4340.49,43599.165
2025-08-29 17:30:00,4340.5,4356.52,4333.15,4343.02,37443.961
2025-08-29 17:45:00,4343.02,4348.92,4328.39,4330.38,18022.145
2025-08-29 18:00:00,4330.39,4340.47,4322.0,4327.35,23941.335
2025-08-29 18:15:00,4327.45,4330.39,4303.67,4312.44,36054.393
2025-08-29 18:30:00,4312.42,4320.0,4306.28,4310.7,20892.049
2025-08-29 18:45:00,4310.7,4318.66,4306.0,4313.42,22880.036
2025-08-29 19:00:00,4313.42,4347.49,4304.52,4341.97,44030.487
2025-08-29 19:15:00,4341.96,4359.0,4340.69,4350.99,29900.573
2025-08-29 19:30:00,4351.0,4361.99,4336.37,4348.08,27556.223
2025-08-29 19:45:00,4348.02,4365.99,4336.36,4338.99,29895.806
2025-08-29 20:00:00,4339.0,4346.49,4321.08,4332.99,35201.622
2025-08-29 20:15:00,4332.98,4345.9,4326.13,4339.2,20144.251
2025-08-29 20:30:00,4339.2,4343.07,4323.85,4328.05,16932.596
2025-08-29 20:45:00,4328.06,4336.32,4311.0,4319.84,32069.262
2025-08-29 21:00:00,4319.85,4334.59,4303.78,4334.22,28970.031
2025-08-29 21:15:00,4334.21,4339.78,4322.47,4337.99,11265.33
2025-08-29 21:30:00,4338.0,4378.23,4338.0,4374.86,46307.401
2025-08-29 21:45:00,4374.86,4376.68,4356.0,4363.6,21146.094
2025-08-29 22:00:00,4363.61,4366.31,4343.29,4344.85,17303.817
2025-08-29 22:15:00,4344.85,4362.93,4344.85,4361.55,15948.377
2025-08-29 22:30:00,4361.54,4366.46,4348.0,4349.63,10451.602
2025-08-29 22:45:00,4349.62,4365.0,4347.0,4364.38,10528.366
2025-08-29 23:00:00,4364.38,4369.5,4356.06,4361.98,16522.9
2025-08-29 23:15:00,4361.99,4371.5,4358.41,4363.48,8767.776
2025-08-29 23:30:00,4363.47,4373.45,4362.1,4373.33,10176.173
2025-08-29 23:45:00,4373.33,4373.34,4356.2,4358.52,11292.156
2025-08-30 00:00:00,4358.52,4358.98,4346.3,4347.24,18605.37
2025-08-30 00:15:00,4347.25,4362.29,4343.3,4348.05,15451.931
2025-08-30 00:30:00,4348.05,4349.0,4328.41,4330.76,33564.666
2025-08-30 00:45:00,4330.75,4341.92,4329.78,4341.91,14992.798
2025-08-30 01:00:00,4341.91,4347.47,4337.0,4343.23,8399.922
2025-08-30 01:15:00,4343.24,4343.45,4321.05,4324.99,17670.192
2025-08-30 01:30:00,4324.98,4331.49,4319.01,4319.7,13595.885
2025-08-30 01:45:00,4319.71,4320.77,4256.53,4263.98,137863.661
2025-08-30 02:00:00,4263.98,4303.0,4255.16,4302.4,73724.747
2025-08-30 02:15:00,4302.41,4311.48,4296.15,4307.52,41631.616
2025-08-30 02:30:00,4307.52,4315.59,4304.81,4309.0,19532.61
2025-08-30 02:45:00,4308.99,4313.95,4300.76,4302.5,18429.997
2025-08-30 03:00:00,4302.5,4327.0,4301.43,4322.28,30525.018
2025-08-30 03:15:00,4322.27,4381.51,4322.27,4357.41,110630.228
2025-08-30 03:30:00,4357.41,4371.0,4351.57,4354.22,39156.276
2025-08-30 03:45:00,4354.23,4362.21,4350.26,4350.69,27341.095
2025-08-30 04:00:00,4350.69,4361.85,4348.79,4356.49,16196.158
2025-08-30 04:15:00,4356.49,4366.7,4355.12,4366.11,13733.07
2025-08-30 04:30:00,4366.1,4367.0,4354.21,4355.73,14605.562
2025-08-30 04:45:00,4355.73,4359.46,4349.06,4350.94,12189.118
2025-08-30 05:00:00,4350.93,4371.53,4345.33,4362.73,29066.272
2025-08-30 05:15:00,4362.73,4376.0,4362.0,4372.57,22944.061
2025-08-30 05:30:00,4372.57,4400.0,4370.57,4392.88,67131.076
2025-08-30 05:45:00,4392.87,4398.71,4374.0,4377.88,46053.597
2025-08-30 06:00:00,4377.87,4389.77,4373.45,4374.69,30906.228
2025-08-30 06:15:00,4374.7,4389.73,4371.36,4388.53,20257.032
2025-08-30 06:30:00,4388.53,4395.72,4383.39,4394.23,27193.786
2025-08-30 06:45:00,4394.22,4403.37,4387.59,4394.3,29917.134
2025-08-30 07:00:00,4394.3,4402.0,4390.0,4397.25,26004.582
2025-08-30 07:15:00,4397.25,4399.41,4386.5,4392.7,16827.91
2025-08-30 07:30:00,4392.7,4407.99,4387.76,4406.45,24195.278
2025-08-30 07:45:00,4406.46,4413.74,4396.8,4400.0,37466.737
2025-08-30 08:00:00,4400.0,4405.0,4391.03,4394.06,19533.252
2025-08-30 08:15:00,4394.06,4398.79,4388.84,4392.17,15597.827
2025-08-30 08:30:00,4392.18,4396.17,4383.0,4392.34,22148.087
2025-08-30 08:45:00,4392.34,4399.97,4385.46,4393.35,20719.381
2025-08-30 09:00:00,4393.35,4393.35,4385.0,4385.82,17648.076
2025-08-30 09:15:00,4385.83,4391.93,4382.07,4382.43,11081.274
2025-08-30 09:30:00,4382.42,4388.0,4376.0,4383.6,29226.56
2025-08-30 09:45:00,4383.61,4395.91,4380.88,4389.99,13635.283
2025-08-30 10:00:00,4390.0,4399.9,4386.0,4392.83,16544.801
2025-08-30 10:15:00,4392.84,4405.99,4392.83,4398.68,20776.72
2025-08-30 10:30:00,4398.68,4399.48,4383.0,4385.15,16228.367
2025-08-30 10:45:00,4385.15,4392.18,4382.12,4390.37,9650.572
2025-08-30 11:00:00,4390.37,4400.0,4384.41,4395.0,18800.279
2025-08-30 11:15:00,4395.01,4395.01,4388.34,4391.53,5474.51
2025-08-30 11:30:00,4391.53,4394.86,4381.3,4385.76,10987.22
2025-08-30 11:45:00,4385.77,4392.58,4385.0,4390.01,5139.276
2025-08-30 12:00:00,4390.0,4391.48,4377.29,4382.39,14439.686
2025-08-30 12:15:00,4382.39,4383.36,4364.1,4371.03,33531.04
2025-08-30 12:30:00,4371.03,4371.81,4346.11,4353.59,67605.89
2025-08-30 12:45:00,4353.59,4368.18,4352.63,4365.24,27825.037
2025-08-30 13:00:00,4365.25,4365.45,4336.1,4342.29,47970.702
2025-08-30 13:15:00,4342.29,4353.59,4336.64,4348.13,25506.661
2025-08-30 13:30:00,4348.14,4361.76,4339.45,4341.37,30047.653
2025-08-30 13:45:00,4341.37,4359.36,4329.19,4357.0,45742.074
2025-08-30 14:00:00,4357.01,4361.0,4343.68,4343.68,16086.305
2025-08-30 14:15:00,4343.68,4353.81,4335.83,4353.23,18692.667
2025-08-30 14:30:00,4353.24,4359.71,4346.33,4355.31,17331.306
2025-08-30 14:45:00,4355.3,4368.32,4355.3,4362.11,35640.903
2025-08-30 15:00:00,4362.1,4366.84,4354.73,4362.57,15498.12
2025-08-30 15:15:00,4362.57,4376.43,4362.56,4370.15,27951.608
2025-08-30 15:30:00,4370.14,4377.49,4363.23,4375.72,17001.847
2025-08-30 15:45:00,4375.71,4382.39,4368.51,4374.23,18140.518
2025-08-30 16:00:00,4374.23,4374.23,4360.19,4361.54,19874.036
2025-08-30 16:15:00,4361.53,4367.38,4357.95,4360.94,13679.568
2025-08-30 16:30:00,4360.94,4370.24,4358.18,4367.04,9740.239
2025-08-30 16:45:00,4367.08,4371.46,4359.87,4360.49,10141.829
2025-08-30 17:00:00,4360.49,4371.69,4358.0,4369.73,9839.876
2025-08-30 17:15:00,4369.72,4370.46,4362.31,4363.26,6057.976
2025-08-30 17:30:00,4363.27,4366.86,4351.0,4353.99,15047.274
2025-08-30 17:45:00,4354.0,4362.0,4345.73,4360.6,19155.931
2025-08-30 18:00:00,4360.59,4365.2,4355.0,4356.68,11508.816
2025-08-30 18:15:00,4356.69,4357.35,4346.0,4350.99,10460.07
2025-08-30 18:30:00,4351.0,4353.06,4344.44,4348.22,8855.99
2025-08-30 18:45:00,4348.21,4356.84,4346.81,4348.48,8684.353
2025-08-30 19:00:00,4348.48,4351.93,4338.38,4344.09,14835.296
2025-08-30 19:15:00,4344.09,4348.37,4333.53,4346.39,15187.663
2025-08-30 19:30:00,4346.38,4353.0,4340.01,4353.0,5912.04
2025-08-30 19:45:00,4352.99,4353.33,4344.57,4352.46,4828.436
2025-08-30 20:00:00,4352.46,4353.33,4337.56,4342.02,7988.934
2025-08-30 20:15:00,4342.01,4347.98,4336.36,4347.15,7612.741
2025-08-30 20:30:00,4347.16,4347.66,4331.35,4341.68,12902.544
2025-08-30 20:45:00,4341.67,4343.03,4337.01,4342.0,4901.06
2025-08-30 21:00:00,4341.99,4354.46,4338.2,4353.01,10320.955
2025-08-30 21:15:00,4353.01,4353.01,4340.01,4344.87,8226.438
2025-08-30 21:30:00,4344.87,4345.89,4337.51,4343.62,5020.006
2025-08-30 21:45:00,4343.62,4349.47,4342.48,4345.34,4646.86
2025-08-30 22:00:00,4345.33,4348.45,4338.6,4340.39,7047.32
2025-08-30 22:15:00,4340.38,4352.31,4339.29,4351.29,6646.899
2025-08-30 22:30:00,4351.29,4358.02,4347.6,4356.44,8759.51
2025-08-30 22:45:00,4356.45,4359.03,4352.41,4356.91,6968.769
2025-08-30 23:00:00,4356.91,4369.33,4355.69,4366.64,16630.679
2025-08-30 23:15:00,4366.65,4378.0,4363.75,4372.42,13523.437
2025-08-30 23:30:00,4372.41,4375.0,4367.17,4371.45,13341.795
2025-08-30 23:45:00,4371.45,4374.43,4366.85,4372.12,4857.01
2025-08-31 00:00:00,4372.12,4384.37,4370.91,4381.28,16819.349
2025-08-31 00:15:00,4381.27,4384.67,4374.01,4383.0,10433.401
2025-08-31 00:30:00,4382.99,4420.0,4380.0,4416.28,83967.751
2025-08-31 00:45:00,4416.28,4468.82,4414.96,4465.67,152412.602
2025-08-31 01:00:00,4465.68,4468.36,4442.01,4444.1,47609.362
2025-08-31 01:15:00,4444.09,4450.0,4434.36,4441.59,31691.497
2025-08-31 01:30:00,4441.59,4455.38,4437.68,4448.62,23123.506
2025-08-31 01:45:00,4448.62,4458.39,4445.68,4455.01,18851.976
2025-08-31 02:00:00,4455.0,4461.0,4444.88,4445.74,23734.307
2025-08-31 02:15:00,4445.73,4454.71,4443.9,4453.45,12467.04
2025-08-31 02:30:00,4453.45,4453.46,4445.05,4445.47,14321.44
2025-08-31 02:45:00,4445.47,4451.0,4445.47,4448.28,9389.65
2025-08-31 03:00:00,4448.28,4460.0,4447.23,4454.82,15646.17
2025-08-31 03:15:00,4454.83,4462.08,4450.09,4452.41,15107.697
2025-08-31 03:30:00,4452.42,4466.51,4447.57,4460.92,21263.738
2025-08-31 03:45:00,4460.92,4486.07,4460.92,4485.54,52908.511
2025-08-31 04:00:00,4485.54,4489.6,4470.2,4477.52,34511.595
2025-08-31 04:15:00,4477.52,4477.52,4458.66,4459.68,33211.303
2025-08-31 04:30:00,4459.68,4470.99,4456.65,4461.06,23491.044
2025-08-31 04:45:00,4461.05,4469.18,4455.38,4462.93,18973.798
2025-08-31 05:00:00,4462.93,4462.93,4452.22,4454.96,21522.534
2025-08-31 05:15:00,4454.95,4456.98,4445.54,4447.9,16707.284
2025-08-31 05:30:00,4447.9,4457.92,4447.53,4453.43,17725.022
2025-08-31 05:45:00,4453.44,4459.62,4448.56,4457.44,11224.327
2025-08-31 06:00:00,4457.45,4459.3,4450.16,4453.87,9762.424
2025-08-31 06:15:00,4453.87,4453.87,4438.98,4441.28,24271.118
2025-08-31 06:30:00,4441.28,4447.0,4436.36,4441.11,19957.686
2025-08-31 06:45:00,4441.1,4442.88,4431.5,4432.78,29444.986
2025-08-31 07:00:00,4432.77,4448.33,4430.3,4444.23,21866.605
2025-08-31 07:15:00,4444.23,4447.65,4440.05,4447.3,10400.982
2025-08-31 07:30:00,4447.3,4456.0,4446.15,4452.8,16907.044
2025-08-31 07:45:00,4452.8,4454.3,4447.81,4448.67,9426.488
2025-08-31 08:00:00,4448.67,4463.01,4448.67,4458.01,24860.193
2025-08-31 08:15:00,4458.0,4468.0,4455.77,4459.61,20977.183
2025-08-31 08:30:00,4459.6,4471.13,4454.6,4470.65,20976.547
2025-08-31 08:45:00,4470.66,4471.17,4461.76,4469.08,16480.695
2025-08-31 09:00:00,4469.08,4471.04,4462.57,4469.99,17396.076
2025-08-31 09:15:00,4469.99,4478.0,4463.44,4468.9,26791.155
2025-08-31 09:30:00,4468.91,4475.77,4465.41,4469.47,18998.258
2025-08-31 09:45:00,4469.47,4473.27,4458.0,4461.79,27145.789
2025-08-31 10:00:00,4461.78,4468.03,4448.22,4450.78,34009.249
2025-08-31 10:15:00,4450.78,4457.42,4447.6,4457.0,22636.85
2025-08-31 10:30:00,4456.99,4462.0,4448.58,4451.16,14110.543
2025-08-31 10:45:00,4451.16,4457.0,4446.43,4453.29,15916.816
2025-08-31 11:00:00,4453.29,4454.5,4442.5,4443.32,16068.096
2025-08-31 11:15:00,4443.32,4473.0,4438.01,4471.53,38432.684
2025-08-31 11:30:00,4471.54,4476.26,4461.2,4468.3,30231.628
2025-08-31 11:45:00,4468.29,4482.43,4467.35,4474.09,24496.216
2025-08-31 12:00:00,4474.09,4475.43,4465.61,4470.87,15408.324
2025-08-31 12:15:00,4470.86,4478.65,4467.61,4476.53,17932.993
2025-08-31 12:30:00,4476.54,4479.43,4465.58,4468.4,16943.362
2025-08-31 12:45:00,4468.41,4497.0,4460.45,4487.5,49758.647
2025-08-31 13:00:00,4487.51,4496.8,4473.16,4477.31,48855.93
2025-08-31 13:15:00,4477.31,4492.63,4471.74,4471.74,31799.582
2025-08-31 13:30:00,4471.74,4475.04,4462.38,4472.63,27722.768
2025-08-31 13:45:00,4472.63,4477.0,4463.12,4468.85,14680.473
2025-08-31 14:00:00,4468.86,4472.73,4448.24,4456.57,40733.937
2025-08-31 14:15:00,4456.57,4466.97,4452.26,4461.82,15671.741
2025-08-31 14:30:00,4461.82,4468.72,4458.0,4460.06,12497.233
2025-08-31 14:45:00,4460.0,4461.3,4452.0,4457.69,13611.61
2025-08-31 15:00:00,4457.68,4480.93,4455.82,4472.74,34739.831
2025-08-31 15:15:00,4472.74,4477.16,4467.42,4470.99,13260.813
2025-08-31 15:30:00,4470.99,4486.77,4461.66,4484.04,22519.495
2025-08-31 15:45:00,4484.0,4489.88,4481.0,4482.61,26796.752
2025-08-31 16:00:00,4482.6,4485.0,4472.16,4474.0,24213.695
2025-08-31 16:15:00,4473.99,4474.5,4460.9,4466.76,22324.282
2025-08-31 16:30:00,4466.75,4469.4,4457.33,4468.56,38081.681
2025-08-31 16:45:00,4468.56,4474.59,4463.41,4469.17,18948.057
2025-08-31 17:00:00,4469.16,4479.88,4466.24,4479.87,12902.009
2025-08-31 17:15:00,4479.87,4485.58,4471.28,4480.91,18035.578
